"d4r55","RfnDt","rsqaWe","wiI7pd"
"Diego Vila","Local Guide · 25 reseñas · 11 fotos","Hace 6 años","De nuevo esperando demasiado mi equipaje :-( AENA, puedes hacerlo mejor"
"analik albert","Local Guide · 304 reseñas · 57 fotos","Hace 3 meses","Regular"
"Francesco La Porta","Local Guide · 1.354 reseñas · 15.175 fotos","Hace 2 años","Lástima que distrae un poco."
"Cathrine","Local Guide · 73 reseñas · 284 fotos","Hace 6 años","Malo con la comida caliente. Atrapalo alitas de pollo horriblemente malas."
"Petar Gorchev","Local Guide · 22 reseñas","Hace 2 años","👍…"
"Hyungseok Choi","Local Guide · 94 reseñas · 806 fotos","Hace un año",""
"Luca Galvagni","Local Guide · 528 reseñas · 311 fotos","Hace un año","Sucio y desorganizado"
"G. B.","Local Guide · 566 reseñas · 697 fotos","Hace 3 años","El aeropuerto está un poco desierto ahora, pero la higiene es excelente."
"Bernd","Local Guide · 349 reseñas · 2.091 fotos","Hace 11 meses","Bonito aeropuerto."
"Mario de franco","Local Guide · 47 reseñas · 3.184 fotos","Hace 3 años","Lugares agradables"
"Daniel","Local Guide · 159 reseñas · 783 fotos","Hace 2 años","Personal ineficiente y arrogante."
"jorge soares","Local Guide · 37 reseñas · 246 fotos","Hace un año","Muy grande 😁…"
"Francisco Ramos","Local Guide · 115 reseñas · 11 fotos","Hace 3 años","Llévame a la luna"
"Nicolae Mirel Dulgheru","Local Guide · 43 reseñas","Hace un año","Bien"
"philippe salgarolo","Local Guide · 717 reseñas · 26.378 fotos","Hace 7 años","Cómodo y rápido para llegar al centro."
"Judit Mátyás","Local Guide · 671 reseñas · 1.480 fotos","Hace 2 años","Súper"
"José Hilton Bernardino Araújo","Local Guide · 695 reseñas · 1.864 fotos","Hace 2 años","Buen aeropuerto."
"Carsten Berg Hovgaard","Local Guide · 70 reseñas · 853 fotos","Hace 7 años","Mal servicio y señalización."
"Periklis Papazekos","Local Guide · 66 reseñas · 127 fotos","Hace un año","¡Excelente!"
"Camilo Alves","Local Guide · 39 reseñas · 30 fotos","Hace 5 meses",""
"Just Me","Local Guide · 8 reseñas · 10 fotos","Hace un año",""
"Jesús C","Local Guide · 797 reseñas","Hace un año",""
"ALFONSO SERRANO LOSANA","Local Guide · 45 reseñas · 512 fotos","Hace un año",""
