"d4r55","RfnDt","rsqaWe","wiI7pd"
"t y","Local Guide · 34 reseñas · 5 fotos","Hace 6 años","RENFE era más barato que el metro para llegar a la ciudad. Además, para viajar en metro necesitarás una tarjeta IC y el billete te costará 2,5 euros adicionales."
"Zineb Solaihi","Local Guide · 320 reseñas · 1.731 fotos","Hace un año","Excelente"
"mahmoud chehne","5 reseñas","Hace 3 años","El Aeropuerto Internacional de Madrid acoge vuelos extranjeros, especialmente aviones de gran tamaño, a diferencia de la terminal, que está destinada a vuelos de bajo coste de compañías como Ryanair, que es un aeropuerto muy grande."
"Claudio Vsvsvsvs","6 reseñas · 6 fotos","Hace 2 años","La asistencia a discapacitados no habla inglés. Un bocadillo con jamón 8.50 ktm (kitiemmuort)"
"Breno Gomes","Local Guide · 111 reseñas · 27 fotos","Hace 11 meses","Terminal moderna. Buena señalización, conexiones con transporte terrestre y comercios."
"Liesl de Swardt","Local Guide · 286 reseñas · 515 fotos","Hace un año","El aeropuerto de Madrid es enorme pero es fácil de navegar y moverse."
"Djordje Stevanic","Local Guide · 49 reseñas · 108 fotos","Hace 10 meses","Creo que esta es probablemente la mejor terminal de aeropuerto que existe."
"A M","Local Guide · 255 reseñas · 258 fotos","Hace 2 años","Aeropuerto muy moderno y bien equipado. Además, el wifi gratuito es muy rápido y bueno. Tuve una gran experiencia en la T4 del Aeropuerto de Madrid."
"Branko Pleadin","Local Guide · 276 reseñas · 999 fotos","Hace 5 años","Los vuelos conectados suelen ubicarse en puertas cercanas."
"Paal Krokene","Local Guide · 24 reseñas · 582 fotos","Hace 2 años","Caótico, largas distancias, malas direcciones = una de mis peores experiencias en el aeropuerto"
"Stefan J","Local Guide · 636 reseñas · 4.842 fotos","Hace un año","La mejor terminal de Madrid"
"Michele Fagioli","Local Guide · 400 reseñas · 324 fotos","Hace un año","Muy moderno, varias tiendas de souvenirs y puestos de comida."
"philippe moulin","Local Guide · 311 reseñas · 179 fotos","Hace un año","aeropuerto gigante. realmente muy bueno. No puedes encontrar todo a precios asequibles."
"Marwan Taha","Local Guide · 19 reseñas · 3 fotos","Hace 2 años","Para realizar la prueba de COVID debes hacer cola durante dos horas hasta que salga tu avión"
"Aleksandr Korotin","Local Guide · 60 reseñas · 14 fotos","Hace 2 años","Buena terminal, todo es bonito y accesible, los baños están limpios incluso en el baño de hombres."
"Giovanni Pace (BrainTech Innovations)","Local Guide · 288 reseñas · 66 fotos","Hace 7 años","Extremadamente bonito estéticamente pero las puertas están demasiado lejos, ¡no recomiendo elegir vuelos con escala de menos de media hora!"
"Attila Hajnal","Local Guide · 116 reseñas · 1.550 fotos","Hace 5 años","Perfecto Sin gluten"
"Denis Girotto","Local Guide · 82 reseñas · 97 fotos","Hace 2 años","Mucha confusión, muy poca información y personal que no habla inglés... ¡Absurdo para un aeropuerto internacional!"
"Alfonso Ferrandez","Local Guide · 81 reseñas · 1.487 fotos","Hace 2 años","Si te gusta el Gin & Tonic, debes probar uno del increíble mixólogo interno. ¡Uno de los mejores G&T que he probado!"
"wojtek Heldt","Local Guide · 44 reseñas · 60 fotos","Hace 2 años","Buenos sándwiches. Evite que su avión se retrase y se vea obligado a pasar la noche."
"Cristian Morara","Local Guide · 1.085 reseñas · 646 fotos","Hace 2 años","Muy bien servido muy ocupado pero a la altura. Lástima lo de la señalización....."
"Second Lieutenant Elza Lomashka","Local Guide · 215 reseñas · 1.060 fotos","Hace 2 años","Mejor transporte a la ciudad."
"Pierre Charles","Local Guide · 238 reseñas · 375 fotos","Hace un año","Moderna y funcional gran elección de boutiques para los enamorados...."
"Hameedat Rasheed","Local Guide · 10 reseñas · 6 fotos","Hace un año","El personal del aeropuerto fue muy amable y servicial."
"James Hart","162 reseñas","Hace un año","Una nueva terminal compacta y moderna que ofrece todas las comodidades y servicios necesarios."
"Carol Chan","Local Guide · 112 reseñas · 2.950 fotos","Hace 2 años","1 aeropuerto internacional grande y hermoso"
"Salem M","Local Guide · 398 reseñas · 4.002 fotos","Hace un año","Terminal de aeropuerto muy grande con muchas instalaciones."
"Atsuki T","Local Guide · 1.052 reseñas · 10.863 fotos","Hace 4 años","Aunque es un aeropuerto moderno y limpio, es grande y puede resultar difícil conectarse y salir."
"donato amoroso","Local Guide · 406 reseñas · 3.452 fotos","Hace 2 años","Terminal conveniente debido a la presencia de estaciones de ferrocarril y trenes."
"Philippe GALL","Local Guide · 350 reseñas · 188 fotos","Hace 2 años","Terminal moderna y agradable, muchas tiendas, restaurantes, duty free. El personal no es el más amable..."
"Andreia Abreu","1 reseña","Hace 6 años","Horrible momento para esperar el equipaje. Un aeropuerto de este tamaño con tan mal servicio😥.…"
"T L Le (Long Le)","Local Guide · 507 reseñas · 323 fotos","Hace un año","Hermosa estética. Puede resultar un poco confuso seguir las señales. Solo pregunta."
"David Carrera","Local Guide · 103 reseñas · 508 fotos","Hace 2 años","Limpio, grande, bien pensado. Digno de un gran aeropuerto."
"Mohammad Sherif","Local Guide · 169 reseñas · 152 fotos","Hace un año","Me gusta, hay muchos restaurantes y opciones."
"nidhi devmurari","Local Guide · 58 reseñas · 176 fotos","Hace un año","Puede encontrar fácilmente el camino hacia su equipaje y salir."
"George Benson","Local Guide · 398 reseñas · 196 fotos","Hace un año","Fácil de navegar para personas de habla inglesa."
"Calin Groza","Local Guide · 160 reseñas · 632 fotos","Hace 3 años","con muchas tiendas cerradas debido al covid-19, pocos lugares para cargar el teléfono"
"Steve Taylor","Local Guide · 467 reseñas · 224 fotos","Hace 10 meses","Fuerte aversión por todos los artículos del aeropuerto."
"Ala Movileanu","Local Guide · 52 reseñas · 17 fotos","Hace 3 años","Civilizado, limpio, pero con muchos trámites por la pandemia.  Filtros sobre filtros"
"vegan for animals","Local Guide · 627 reseñas · 3.676 fotos","Hace 2 años","No hay opciones vwgan en la oferta de comida, por restaurante."
"Bibel Salamantino","Local Guide · 116 reseñas · 342 fotos","Hace un año","Aeropuerto muy bonito y muy limpio."
"Paul Profir","864 reseñas · 7.963 fotos","Hace 3 meses","DE ACUERDO. ¡Limpio! ¡Bien organizado!"
"Ben N","Local Guide · 15 reseñas · 2.548 fotos","Hace 7 años","Me encanta este terminal"
"Sultan Mirza","Local Guide · 434 reseñas · 1.820 fotos","Hace 4 años","Ocupado a su manera."
"sandi Verščaj","Local Guide · 163 reseñas · 4.030 fotos","Hace 6 años","muy lindo aeropuerto"
"Jonathan selby","Local Guide · 374 reseñas · 160 fotos","Hace un año","Terminal bastante nueva con muchas comodidades."
"Ans Zonneveld","Local Guide · 108 reseñas · 796 fotos","Hace 2 años","Asuntos claros y nada complicados en torno al corona."
"Caspar Dyssel","Local Guide · 526 reseñas · 1.387 fotos","Hace un año","Aeropuerto eficiente y buena arquitectura."
"Marco S (MarcoVolo)","Local Guide · 1.167 reseñas · 5.368 fotos","Hace un año","Me gusta... Moderno y organizado."
"Timothy Ling","Local Guide · 222 reseñas · 150 fotos","Hace un año","Terminal de aeropuerto moderna y decente."
"Mangat Rai","Local Guide · 119 reseñas · 21 fotos","Hace 6 años","Uno de los mejores y más rápidos aeropuertos de Europa."
"Yorgen “777”","Local Guide · 227 reseñas · 262 fotos","Hace un año","👍…"
"Camilla Karen","Local Guide · 87 reseñas · 58 fotos","Hace 4 años","¡Muy hermoso aeropuerto!"
"Lu Silva","Local Guide · 56 reseñas · 9 fotos","Hace 5 años","Me gustó, bien señalizado, espacioso."
"Alexander Khokhanovskyy","Local Guide · 25 reseñas · 205 fotos","Hace 2 años",""
"Isneld Uit","6 reseñas · 8 fotos","Hace 2 años","Ruidoso, confuso y caro"
"PETER MALACH","Local Guide · 138 reseñas · 97 fotos","Hace un año","Grande"
"Bachirou SORE","Local Guide · 325 reseñas · 8.092 fotos","Hace 4 años","es clase"
